startup_id,user_id
1796,109492
1796,293283
1796,252587
1796,345802
1796,192684
1796,358371
1796,318513
1796,276600
1796,33374
1796,34763
1796,100355
1796,297901
1796,391539
1796,245957
1796,283130
1796,951
1796,420284
1796,369586
1796,231821
1796,333843
1796,247054
1796,59364
1796,257879
1796,426011
1796,297205
1796,457802
1796,499403
1796,498922
1796,259030
1796,533885
1796,532391
1796,497861
1796,371824
1796,586142
1796,291232
1796,513451
1796,277314
1796,278860
1796,111843
1796,286324
1796,289946
1796,295162
1796,190336
1796,295936
1796,13533
1796,51489
1796,182114
1796,306641
1796,153407
1796,330793
1796,109492
1796,293283
1796,252587
1796,345802
1796,192684
1796,358371
1796,318513
1796,276600
1796,33374
1796,34763
1796,100355
1796,297901
1796,391539
1796,245957
1796,283130
1796,951
1796,420284
1796,369586
1796,231821
1796,333843
1796,247054
1796,59364
1796,257879
1796,426011
1796,297205
1796,457802
1796,499403
1796,498922
1796,259030
1796,533885
1796,532391
1796,497861
1796,371824
1796,586142
1796,291232
1796,513451
1796,277314
1796,278860
1796,111843
1796,286324
1796,289946
1796,295162
1796,190336
1796,295936
1796,13533
1796,51489
1796,182114
1796,306641
1796,153407
1796,330793
1796,109492
1796,293283
1796,252587
1796,345802
1796,192684
1796,358371
1796,318513
1796,276600
1796,33374
1796,34763
1796,100355
1796,297901
1796,391539
1796,245957
1796,283130
1796,951
1796,420284
1796,369586
1796,231821
1796,333843
1796,247054
1796,59364
1796,257879
1796,426011
1796,297205
1796,457802
1796,499403
1796,498922
1796,259030
1796,533885
1796,532391
1796,497861
1796,371824
1796,586142
1796,291232
1796,513451
1796,277314
1796,278860
1796,111843
1796,286324
1796,289946
1796,295162
1796,190336
1796,295936
1796,13533
1796,51489
1796,182114
1796,306641
1796,153407
1796,330793
1796,109492
1796,293283
1796,252587
1796,345802
1796,192684
1796,358371
1796,318513
1796,276600
1796,33374
1796,34763
1796,100355
1796,297901
1796,391539
1796,245957
1796,283130
1796,951
1796,420284
1796,369586
1796,231821
1796,333843
1796,247054
1796,59364
1796,257879
1796,426011
1796,297205
1796,457802
1796,499403
1796,498922
1796,259030
1796,533885
1796,532391
1796,497861
1796,371824
1796,586142
1796,291232
1796,513451
227769,52357
227769,364855
227769,367867
227769,355546
227769,565791
227769,120337
227769,478315
227769,413515
227769,413032
227769,417266
227769,476238
227769,266791
227769,19554
227769,435984
227769,385153
227769,473244
227769,378121
227769,71711
227769,41388
227769,264033
227769,276274
227769,222318
227769,566683
227769,413198
227769,123600
227769,479870
227769,316744
227769,44864
227769,311585
227769,107562
227769,91086
227769,159018
227769,38849
227769,386430
227769,53819
227769,139243
227769,387470
227769,322761
227769,170282
227769,246798
227769,256611
227769,561629
227769,515669
227769,549929
227769,444511
227769,3929
227769,299258
227769,76365
227769,542960
227769,33308
227769,52357
227769,364855
227769,367867
227769,355546
227769,565791
227769,120337
227769,478315
227769,413515
227769,413032
227769,417266
227769,476238
227769,266791
227769,19554
227769,435984
227769,385153
227769,473244
227769,378121
227769,71711
227769,41388
227769,264033
227769,276274
227769,222318
227769,566683
227769,413198
227769,123600
227769,479870
227769,316744
227769,44864
227769,311585
227769,107562
227769,91086
227769,159018
227769,38849
227769,386430
227769,53819
227769,139243
227769,387470
227769,322761
227769,170282
227769,246798
227769,256611
227769,561629
227769,515669
227769,549929
227769,444511
227769,3929
227769,299258
227769,76365
227769,542960
227769,33308
23338,488254
23338,321196
23338,209460
23338,266565
23338,504116
23338,430654
23338,288795
23338,8966
23338,2719
23338,164586
23338,555791
23338,10000
23338,385153
23338,473244
23338,378121
23338,71711
23338,41388
23338,264033
23338,131158
23338,222318
23338,276274
23338,566683
23338,413198
23338,123600
23338,413515
23338,479870
23338,316744
23338,44864
23338,311585
23338,107562
23338,91086
23338,159018
23338,417266
23338,38849
23338,386430
23338,139243
23338,387470
23338,322761
23338,170282
23338,246798
23338,256611
23338,471962
23338,515669
23338,549929
23338,444511
23338,3929
23338,85524
23338,46225
23338,144
23338,106390
23338,488254
23338,321196
23338,209460
23338,266565
23338,504116
23338,430654
23338,288795
23338,8966
23338,2719
23338,164586
23338,555791
23338,10000
23338,385153
23338,473244
23338,378121
23338,71711
23338,41388
23338,264033
23338,131158
23338,222318
23338,276274
23338,566683
23338,413198
23338,123600
23338,413515
23338,479870
23338,316744
23338,44864
23338,311585
23338,107562
23338,91086
23338,159018
23338,417266
23338,38849
23338,386430
23338,139243
23338,387470
23338,322761
23338,170282
23338,246798
23338,256611
23338,471962
23338,515669
23338,549929
23338,444511
23338,3929
23338,85524
23338,46225
23338,144
23338,106390
23338,488254
23338,321196
23338,209460
23338,266565
23338,504116
23338,430654
23338,288795
23338,8966
23338,2719
23338,164586
23338,555791
23338,10000
23338,385153
23338,473244
23338,378121
23338,71711
23338,41388
23338,264033
23338,131158
23338,222318
23338,276274
23338,566683
23338,413198
23338,123600
23338,413515
23338,479870
23338,316744
23338,44864
23338,311585
23338,107562
23338,91086
23338,159018
23338,417266
23338,38849
23338,386430
23338,139243
23338,387470
23338,322761
23338,170282
23338,246798
23338,256611
23338,471962
23338,515669
23338,549929
23338,444511
23338,3929
23338,85524
23338,46225
23338,144
23338,106390
172582,178245
172582,116989
172582,503875
172582,593431
172582,341534
172582,451383
172582,593493
172582,166325
172582,86581
172582,96340
172582,593557
172582,593565
172582,202752
172582,395340
172582,593600
172582,593610
172582,376649
172582,593623
172582,593644
172582,593654
172582,593660
172582,593667
172582,67641
172582,594024
172582,251348
172582,9677
172582,164586
172582,327801
172582,594907
172582,594894
172582,587623
172582,594903
172582,12691
172582,595521
172582,59265
172582,463936
172582,1752
172582,117501
172582,226374
172582,143977
172582,192665
172582,89190
172582,599210
172582,87600
172582,409171
172582,599659
172582,356005
172582,109739
172582,3376
172582,251503
172582,178245
172582,116989
172582,503875
172582,593431
172582,341534
172582,451383
172582,593493
172582,166325
172582,86581
172582,96340
172582,593557
172582,593565
172582,202752
172582,395340
172582,593600
172582,593610
172582,376649
172582,593623
172582,593644
172582,593654
172582,593660
172582,593667
172582,67641
172582,594024
172582,251348
172582,9677
172582,164586
172582,327801
172582,594907
172582,594894
172582,587623
172582,594903
172582,12691
172582,595521
172582,59265
172582,463936
172582,1752
172582,117501
172582,226374
172582,143977
172582,192665
172582,89190
172582,599210
172582,87600
172582,409171
172582,599659
172582,356005
172582,109739
172582,3376
172582,251503
172582,178245
172582,116989
172582,503875
172582,593431
172582,341534
172582,451383
172582,593493
172582,166325
172582,86581
172582,96340
172582,593557
172582,593565
172582,202752
172582,395340
172582,593600
172582,593610
172582,376649
172582,593623
172582,593644
172582,593654
172582,593660
172582,593667
172582,67641
172582,594024
172582,251348
172582,9677
172582,164586
172582,327801
172582,594907
172582,594894
172582,587623
172582,594903
172582,12691
172582,595521
172582,59265
172582,463936
172582,1752
172582,117501
172582,226374
172582,143977
172582,192665
172582,89190
172582,599210
172582,87600
172582,409171
172582,599659
172582,356005
172582,109739
172582,3376
172582,251503
230830,85524
230830,3929
230830,146273
230830,120757
230830,110571
230830,335518
230830,46092
230830,144
230830,439
230830,141784
230830,146371
230830,10000
230830,2719
230830,359958
230830,170282
230830,105102
230830,55791
230830,589988
230830,571160
230830,101990
230830,41388
230830,362326
182792,364508
182792,143818
182792,119556
182792,108388
182792,492586
182792,233797
182792,281100
182792,191364
182792,356209
182792,139910
182792,75785
182792,498947
182792,32302
182792,259969
182792,151195
182792,232944
182792,144281
182792,511650
182792,67297
182792,95720
182792,106994
182792,527247
182792,537774
182792,540361
182792,475173
182792,210372
182792,76012
182792,418188
182792,97780
182792,380404
182792,15337
182792,105114
182792,301036
182792,417268
182792,538292
182792,101990
182792,17491
182792,374844
182792,746
182792,538977
182792,587969
182792,11546
182792,48625
182792,251104
182792,251131
182792,179635
182792,568203
182792,201971
182792,63076
182792,523116
182792,364508
182792,143818
182792,119556
182792,108388
182792,492586
182792,233797
182792,281100
182792,191364
182792,356209
182792,139910
182792,75785
182792,498947
182792,32302
182792,259969
182792,151195
182792,232944
182792,144281
182792,511650
182792,67297
182792,95720
182792,106994
182792,527247
182792,537774
182792,540361
182792,475173
182792,210372
182792,76012
182792,418188
182792,97780
182792,380404
182792,15337
182792,105114
182792,301036
182792,417268
182792,538292
182792,101990
182792,17491
182792,374844
182792,746
182792,538977
182792,587969
182792,11546
182792,48625
182792,251104
182792,251131
182792,179635
182792,568203
182792,201971
182792,63076
182792,523116
31114,83706
31114,86494
31114,69158
31114,77591
31114,94261
31114,91476
31114,94741
31114,96090
31114,96924
31114,20682
31114,61314
31114,95813
31114,97740
31114,142882
31114,132259
31114,118926
31114,107926
31114,123211
31114,61789
31114,95517
31114,125036
31114,72875
31114,184691
31114,109492
31114,343221
31114,2719
31114,51936
31114,8966
31114,362326
31114,284722
31114,430111
31114,115892
31114,134161
31114,97780
31114,486340
31114,227332
31114,560876
31114,160296
31114,276274
300404,1748
300404,1889
300404,321142
300404,12742
300404,243471
300404,55329
300404,75891
300404,19697
300404,101704
300404,90330
300404,536829
300404,46145
300404,375932
300404,537513
300404,106188
300404,106927
300404,228180
300404,434723
300404,342865
300404,561282
300404,549054
300404,514166
300404,544931
300404,212978
300404,108388
300404,560412
300404,105114
300404,94517
300404,576359
300404,13026
300404,271119
300404,191364
300404,484343
300404,139065
300404,546364
300404,454952
300404,12024
300404,143818
300404,192002
300404,75785
300404,374844
300404,565965
300404,48625
300404,251104
300404,251131
300404,201971
300404,356209
300404,20597
300404,366769
300404,273099
300404,1748
300404,1889
300404,321142
300404,12742
300404,243471
300404,55329
300404,75891
300404,19697
300404,101704
300404,90330
300404,536829
300404,46145
300404,375932
300404,537513
300404,106188
300404,106927
300404,228180
300404,434723
300404,342865
300404,561282
300404,549054
300404,514166
300404,544931
300404,212978
300404,108388
300404,560412
300404,105114
300404,94517
300404,576359
300404,13026
300404,271119
300404,191364
300404,484343
300404,139065
300404,546364
300404,454952
300404,12024
300404,143818
300404,192002
300404,75785
300404,374844
300404,565965
300404,48625
300404,251104
300404,251131
300404,201971
300404,356209
300404,20597
300404,366769
300404,273099
383006,413198
383006,123600
383006,413515
383006,479870
383006,316744
383006,44864
383006,311585
383006,91086
383006,159018
383006,417266
383006,38849
383006,386430
383006,53819
383006,139243
383006,387470
383006,322761
383006,441321
383006,24111
383006,587221
383006,44829
383006,446924
383006,275073
383006,228084
383006,170282
383006,246798
383006,127547
383006,256611
383006,134198
383006,587545
383006,2531
383006,447038
383006,447863
383006,479361
383006,105552
383006,156385
383006,172468
383006,448815
383006,213241
383006,340791
383006,106083
383006,515669
383006,549929
383006,444511
383006,3929
383006,129376
383006,84948
383006,566265
383006,571472
383006,37011
383006,12175
383006,413198
383006,123600
383006,413515
383006,479870
383006,316744
383006,44864
383006,311585
383006,91086
383006,159018
383006,417266
383006,38849
383006,386430
383006,53819
383006,139243
383006,387470
383006,322761
383006,441321
383006,24111
383006,587221
383006,44829
383006,446924
383006,275073
383006,228084
383006,170282
383006,246798
383006,127547
383006,256611
383006,134198
383006,587545
383006,2531
383006,447038
383006,447863
383006,479361
383006,105552
383006,156385
383006,172468
383006,448815
383006,213241
383006,340791
383006,106083
383006,515669
383006,549929
383006,444511
383006,3929
383006,129376
383006,84948
383006,566265
383006,571472
383006,37011
383006,12175
87883,139065
87883,171138
87883,41388
87883,55222
87883,62345
87883,586608
87883,586609
87883,10000
87883,385153
87883,473244
87883,378121
87883,71711
87883,264033
87883,131158
87883,276274
87883,222318
87883,566683
87883,413198
87883,479870
87883,316744
87883,44864
87883,311585
87883,107562
87883,91086
87883,417266
87883,159018
87883,38849
87883,53819
87883,139243
87883,387470
87883,322761
87883,170282
87883,246798
87883,256611
87883,15876
87883,556270
87883,515669
87883,549929
87883,444511
87883,3929
87883,591108
87883,580287
87883,466650
87883,131609
87883,571871
87883,601285
87883,601283
87883,601286
87883,521535
87883,9730
87883,139065
87883,171138
87883,41388
87883,55222
87883,62345
87883,586608
87883,586609
87883,10000
87883,385153
87883,473244
87883,378121
87883,71711
87883,264033
87883,131158
87883,276274
87883,222318
87883,566683
87883,413198
87883,479870
87883,316744
87883,44864
87883,311585
87883,107562
87883,91086
87883,417266
87883,159018
87883,38849
87883,53819
87883,139243
87883,387470
87883,322761
87883,170282
87883,246798
87883,256611
87883,15876
87883,556270
87883,515669
87883,549929
87883,444511
87883,3929
87883,591108
87883,580287
87883,466650
87883,131609
87883,571871
87883,601285
87883,601283
87883,601286
87883,521535
87883,9730
87883,139065
87883,171138
87883,41388
87883,55222
87883,62345
87883,586608
87883,586609
87883,10000
87883,385153
87883,473244
87883,378121
87883,71711
87883,264033
87883,131158
87883,276274
87883,222318
87883,566683
87883,413198
87883,479870
87883,316744
87883,44864
87883,311585
87883,107562
87883,91086
87883,417266
87883,159018
87883,38849
87883,53819
87883,139243
87883,387470
87883,322761
87883,170282
87883,246798
87883,256611
87883,15876
87883,556270
87883,515669
87883,549929
87883,444511
87883,3929
87883,591108
87883,580287
87883,466650
87883,131609
87883,571871
87883,601285
87883,601283
87883,601286
87883,521535
87883,9730
87883,139065
87883,171138
87883,41388
87883,55222
87883,62345
87883,586608
87883,586609
87883,10000
87883,385153
87883,473244
87883,378121
87883,71711
87883,264033
87883,131158
87883,276274
87883,222318
87883,566683
87883,413198
87883,479870
87883,316744
87883,44864
87883,311585
87883,107562
87883,91086
87883,417266
87883,159018
87883,38849
87883,53819
87883,139243
87883,387470
87883,322761
87883,170282
87883,246798
87883,256611
87883,15876
87883,556270
87883,515669
87883,549929
87883,444511
87883,3929
87883,591108
87883,580287
87883,466650
87883,131609
87883,571871
87883,601285
87883,601283
87883,601286
87883,521535
87883,9730
245205,71711
245205,578404
245205,578539
245205,144
245205,35540
245205,10000
245205,78028
245205,476238
245205,408911
245205,584286
245205,146371
245205,385153
245205,473244
245205,378121
245205,41388
245205,264033
245205,131158
245205,222318
245205,347807
245205,276274
245205,566683
245205,413198
245205,123600
245205,413515
245205,479870
245205,316744
245205,107562
245205,91086
245205,38849
245205,386430
245205,53819
245205,139243
245205,387470
245205,322761
245205,170282
245205,246798
245205,256611
245205,588529
245205,15876
245205,134066
245205,515669
245205,549929
245205,444511
245205,559897
245205,3929
245205,231251
245205,580287
245205,593714
245205,46225
245205,596891
245205,71711
245205,578404
245205,578539
245205,144
245205,35540
245205,10000
245205,78028
245205,476238
245205,408911
245205,584286
245205,146371
245205,385153
245205,473244
245205,378121
245205,41388
245205,264033
245205,131158
245205,222318
245205,347807
245205,276274
245205,566683
245205,413198
245205,123600
245205,413515
245205,479870
245205,316744
245205,107562
245205,91086
245205,38849
245205,386430
245205,53819
245205,139243
245205,387470
245205,322761
245205,170282
245205,246798
245205,256611
245205,588529
245205,15876
245205,134066
245205,515669
245205,549929
245205,444511
245205,559897
245205,3929
245205,231251
245205,580287
245205,593714
245205,46225
245205,596891
28109,227674
28109,284686
28109,85545
28109,292103
28109,312854
28109,317217
28109,177311
28109,269007
28109,106954
28109,4107
28109,109492
28109,132552
28109,330793
28109,258350
28109,89275
28109,51936
28109,27703
28109,167087
28109,175459
28109,253785
28109,353490
28109,404601
28109,381898
28109,114535
28109,89514
28109,97780
28109,67213
28109,455963
28109,427954
28109,161808
28109,475311
28109,430111
28109,116439
28109,293166
28109,494740
28109,436615
28109,252659
28109,113091
28109,42607
28109,18833
28109,483433
28109,556397
28109,78220
28109,454115
28109,413478
28109,295073
28109,580730
28109,580944
28109,441951
28109,596246
28109,227674
28109,284686
28109,85545
28109,292103
28109,312854
28109,317217
28109,177311
28109,269007
28109,106954
28109,4107
28109,109492
28109,132552
28109,330793
28109,258350
28109,89275
28109,51936
28109,27703
28109,167087
28109,175459
28109,253785
28109,353490
28109,404601
28109,381898
28109,114535
28109,89514
28109,97780
28109,67213
28109,455963
28109,427954
28109,161808
28109,475311
28109,430111
28109,116439
28109,293166
28109,494740
28109,436615
28109,252659
28109,113091
28109,42607
28109,18833
28109,483433
28109,556397
28109,78220
28109,454115
28109,413478
28109,295073
28109,580730
28109,580944
28109,441951
28109,596246
28109,227674
28109,284686
28109,85545
28109,292103
28109,312854
28109,317217
28109,177311
28109,269007
28109,106954
28109,4107
28109,109492
28109,132552
28109,330793
28109,258350
28109,89275
28109,51936
28109,27703
28109,167087
28109,175459
28109,253785
28109,353490
28109,404601
28109,381898
28109,114535
28109,89514
28109,97780
28109,67213
28109,455963
28109,427954
28109,161808
28109,475311
28109,430111
28109,116439
28109,293166
28109,494740
28109,436615
28109,252659
28109,113091
28109,42607
28109,18833
28109,483433
28109,556397
28109,78220
28109,454115
28109,413478
28109,295073
28109,580730
28109,580944
28109,441951
28109,596246
252025,322761
252025,401961
252025,412619
252025,109492
252025,527370
252025,159110
252025,144
252025,10000
252025,543340
252025,63694
252025,216483
252025,2719
252025,385153
252025,473244
252025,378121
252025,71711
252025,41388
252025,264033
252025,131158
252025,222318
252025,566683
252025,413198
252025,123600
252025,413515
252025,479870
252025,316744
252025,44864
252025,311585
252025,107562
252025,91086
252025,417266
252025,159018
252025,38849
252025,386430
252025,53819
252025,139243
252025,387470
252025,170282
252025,246798
252025,256611
252025,515669
252025,549929
252025,444511
252025,564302
252025,3929
252025,22929
256220,377542
256220,379573
256220,473243
256220,473253
256220,473269
256220,145876
256220,508798
256220,508982
256220,509577
256220,510365
256220,517700
256220,520150
256220,325629
256220,174609
256220,51823
256220,547588
256220,528707
256220,574891
256220,47719
256220,30879
256220,564668
256220,584263
256220,584269
256220,584294
256220,584297
256220,123977
256220,534584
256220,96344
160651,490884
160651,191268
160651,33825
160651,256869
160651,251818
160651,554136
160651,499518
160651,474135
160651,55573
160651,332564
160651,335368
160651,118642
160651,545324
160651,120475
160651,509003
160651,116439
160651,16373
160651,357976
160651,124704
160651,374844
160651,397220
160651,532020
160651,30369
160651,525979
160651,328678
160651,155962
160651,11546
160651,27072
160651,48625
160651,527523
160651,74940
160651,543516
160651,34433
160651,251104
160651,251131
160651,155966
160651,44864
160651,164586
160651,298192
160651,20597
160651,7312
160651,598394
160651,178096
160651,219762
160651,30765
160651,356687
160651,9505
160651,267089
160651,217919
160651,402060
160651,490884
160651,191268
160651,33825
160651,256869
160651,251818
160651,554136
160651,499518
160651,474135
160651,55573
160651,332564
160651,335368
160651,118642
160651,545324
160651,120475
160651,509003
160651,116439
160651,16373
160651,357976
160651,124704
160651,374844
160651,397220
160651,532020
160651,30369
160651,525979
160651,328678
160651,155962
160651,11546
160651,27072
160651,48625
160651,527523
160651,74940
160651,543516
160651,34433
160651,251104
160651,251131
160651,155966
160651,44864
160651,164586
160651,298192
160651,20597
160651,7312
160651,598394
160651,178096
160651,219762
160651,30765
160651,356687
160651,9505
160651,267089
160651,217919
160651,402060
160651,490884
160651,191268
160651,33825
160651,256869
160651,251818
160651,554136
160651,499518
160651,474135
160651,55573
160651,332564
160651,335368
160651,118642
160651,545324
160651,120475
160651,509003
160651,116439
160651,16373
160651,357976
160651,124704
160651,374844
160651,397220
160651,532020
160651,30369
160651,525979
160651,328678
160651,155962
160651,11546
160651,27072
160651,48625
160651,527523
160651,74940
160651,543516
160651,34433
160651,251104
160651,251131
160651,155966
160651,44864
160651,164586
160651,298192
160651,20597
160651,7312
160651,598394
160651,178096
160651,219762
160651,30765
160651,356687
160651,9505
160651,267089
160651,217919
160651,402060
160651,490884
160651,191268
160651,33825
160651,256869
160651,251818
160651,554136
160651,499518
160651,474135
160651,55573
160651,332564
160651,335368
160651,118642
160651,545324
160651,120475
160651,509003
160651,116439
160651,16373
160651,357976
160651,124704
160651,374844
160651,397220
160651,532020
160651,30369
160651,525979
160651,328678
160651,155962
160651,11546
160651,27072
160651,48625
160651,527523
160651,74940
160651,543516
160651,34433
160651,251104
160651,251131
160651,155966
160651,44864
160651,164586
160651,298192
160651,20597
160651,7312
160651,598394
160651,178096
160651,219762
160651,30765
160651,356687
160651,9505
160651,267089
160651,217919
160651,402060
160651,490884
160651,191268
160651,33825
160651,256869
160651,251818
160651,554136
160651,499518
160651,474135
160651,55573
160651,332564
160651,335368
160651,118642
160651,545324
160651,120475
160651,509003
160651,116439
160651,16373
160651,357976
160651,124704
